Unit,Events,Date,Landmark
KUM480,Geofence IN,Sep 21 2024 07:34 AM,Br Yumbo Z Parqueo
KUM480,Landmark IN,Sep 21 2024 07:34 AM,Brenntag Yumbo
KUM480,Landmark OUT,Sep 21 2024 07:30 AM,Quimicol Ltda
KUM480,Landmark IN,Sep 21 2024 07:22 AM,Quimicol Ltda
KUM480,Geofence IN,Sep 21 2024 07:19 AM,Ruta 4 Brenntag Yumbo
KUM480,Landmark OUT,Sep 21 2024 06:39 AM,parq. El Caney
KUM480,Landmark IN,Sep 21 2024 06:33 AM,parq. El Caney
KUM480,POWER UP,Sep 21 2024 06:33 AM,parq. Valle del Lili
KUM480,Ignition ON,Sep 21 2024 06:33 AM,parq. Valle del Lili
KUM480,Landmark IN,Sep 20 2024 04:51 PM,parq. Valle del Lili
KUM480,Ignition ON,Sep 20 2024 03:56 PM,
KUM480,Landmark OUT,Sep 20 2024 03:17 PM,Agenquimicos Ltda.
KUM480,Ignition ON,Sep 20 2024 03:08 PM,Agenquimicos Ltda.
KUM480,Ignition ON,Sep 20 2024 02:30 PM,Agenquimicos Ltda.
KUM480,Landmark IN,Sep 20 2024 02:25 PM,Agenquimicos Ltda.
KUM480,Ignition ON,Sep 20 2024 02:10 PM,
KUM480,Ignition ON,Sep 20 2024 01:53 PM,
KUM480,Ignition ON,Sep 20 2024 01:48 PM,
KUM480,Ignition ON,Sep 20 2024 01:03 PM,
KUM480,Landmark OUT,Sep 20 2024 11:45 AM,teller Electrico Piolin
KUM480,Ignition ON,Sep 20 2024 11:43 AM,teller Electrico Piolin
KUM480,Landmark IN,Sep 20 2024 11:42 AM,teller Electrico Piolin
KUM480,Ignition ON,Sep 20 2024 11:38 AM,
KUM480,Ignition ON,Sep 20 2024 10:53 AM,
KUM480,Landmark OUT,Sep 20 2024 10:28 AM,Penagos Luna Diego
KUM480,Landmark IN,Sep 20 2024 10:26 AM,Penagos Luna Diego
KUM480,Landmark OUT,Sep 20 2024 10:23 AM,Velasquez Rodas Fabio Velquimicos 
KUM480,Landmark IN,Sep 20 2024 10:20 AM,Velasquez Rodas Fabio Velquimicos 
KUM480,Geofence OUT,Sep 20 2024 10:03 AM,Ruta 4 Brenntag Yumbo
KUM480,Ignition ON,Sep 20 2024 09:58 AM,
KUM480,Landmark OUT,Sep 20 2024 09:46 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 20 2024 09:42 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 20 2024 08:58 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 20 2024 08:52 AM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 20 2024 08:41 AM,Br Yumbo Z Cargue
KUM480,Ignition ON,Sep 20 2024 08:41 AM,Brenntag Yumbo
KUM480,Geofence IN,Sep 20 2024 07:40 AM,Br Yumbo Z Cargue
KUM480,Geofence OUT,Sep 20 2024 07:37 AM,Br Yumbo Z Cargue
KUM480,Ignition ON,Sep 20 2024 07:37 AM,Brenntag Yumbo
KUM480,Geofence IN,Sep 20 2024 06:18 AM,Br Yumbo Z Cargue
KUM480,Geofence IN,Sep 20 2024 06:18 AM,ingreso y salida de  brentag 
KUM480,Landmark IN,Sep 20 2024 06:18 AM,Brenntag Yumbo
KUM480,Landmark OUT,Sep 20 2024 06:12 AM,Quimicol Ltda
KUM480,Landmark IN,Sep 20 2024 06:10 AM,Quimicol Ltda
KUM480,Geofence IN,Sep 20 2024 06:07 AM,Ruta 4 Brenntag Yumbo
KUM480,Landmark OUT,Sep 20 2024 05:34 AM,parq. Valle del Lili
KUM480,POWER UP,Sep 20 2024 04:36 AM,parq. Valle del Lili
KUM480,Ignition ON,Sep 20 2024 04:36 AM,parq. Valle del Lili
KUM480,Ignition ON,Sep 19 2024 03:38 PM,parq. Valle del Lili
KUM480,Landmark IN,Sep 19 2024 03:38 PM,parq. Valle del Lili
KUM480,Ignition ON,Sep 19 2024 03:06 PM,
KUM480,Landmark OUT,Sep 19 2024 02:40 PM,Uribe Jhon Jairo Casa Quimica
KUM480,Landmark IN,Sep 19 2024 02:37 PM,Uribe Jhon Jairo Casa Quimica
KUM480,Ignition ON,Sep 19 2024 02:35 PM,
KUM480,Ignition ON,Sep 19 2024 02:11 PM,
KUM480,Landmark OUT,Sep 19 2024 01:56 PM,Penagos Luna Diego
KUM480,Landmark IN,Sep 19 2024 01:54 PM,Penagos Luna Diego
KUM480,Ignition ON,Sep 19 2024 01:53 PM,
KUM480,Ignition ON,Sep 19 2024 01:09 PM,
KUM480,Ignition ON,Sep 19 2024 12:26 PM,
KUM480,Landmark OUT,Sep 19 2024 12:08 PM,Velasquez Rodas Fabio Velquimicos 
KUM480,Landmark IN,Sep 19 2024 12:06 PM,Velasquez Rodas Fabio Velquimicos 
KUM480,Ignition ON,Sep 19 2024 12:00 PM,
KUM480,Ignition ON,Sep 19 2024 11:29 AM,
KUM480,Ignition ON,Sep 19 2024 11:28 AM,
KUM480,Landmark OUT,Sep 19 2024 11:14 AM,taller Soluciones Electricas Automotriz
KUM480,Landmark IN,Sep 19 2024 11:14 AM,taller Soluciones Electricas Automotriz
KUM480,Landmark OUT,Sep 19 2024 11:13 AM,Alexander Chacon
KUM480,Landmark IN,Sep 19 2024 11:12 AM,Alexander Chacon
KUM480,Geofence OUT,Sep 19 2024 11:10 AM,ZONA DE TARROS
KUM480,Geofence IN,Sep 19 2024 11:08 AM,ZONA DE TARROS
KUM480,Landmark OUT,Sep 19 2024 11:08 AM,Unilever Cali
KUM480,Landmark IN,Sep 19 2024 11:06 AM,Unilever Cali
KUM480,Ignition ON,Sep 19 2024 10:45 AM,
KUM480,Ignition ON,Sep 19 2024 10:43 AM,
KUM480,Ignition ON,Sep 19 2024 10:25 AM,
KUM480,Geofence OUT,Sep 19 2024 10:02 AM,Ruta 4 Brenntag Yumbo
KUM480,Geofence OUT,Sep 19 2024 09:57 AM,Br Yumbo Z Parqueo
KUM480,Geofence IN,Sep 19 2024 09:54 AM,Br Yumbo Z Parqueo
KUM480,Landmark OUT,Sep 19 2024 09:54 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 19 2024 09:54 AM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 19 2024 09:00 AM,Br Yumbo Z Parqueo
KUM480,Landmark IN,Sep 19 2024 09:00 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 19 2024 08:55 AM,
KUM480,Geofence IN,Sep 19 2024 08:53 AM,Br Yumbo Z Parqueo
KUM480,Geofence OUT,Sep 19 2024 08:53 AM,ingreso y salida de  brentag 
KUM480,Landmark OUT,Sep 19 2024 08:53 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 19 2024 08:50 AM,Brenntag Yumbo
KUM480,Landmark IN,Sep 19 2024 08:39 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 19 2024 08:37 AM,
KUM480,Geofence OUT,Sep 19 2024 07:24 AM,Br Yumbo Z Parqueo
KUM480,Geofence IN,Sep 19 2024 07:24 AM,ingreso y salida de  brentag 
KUM480,Landmark OUT,Sep 19 2024 07:24 AM,Brenntag Yumbo
KUM480,Landmark IN,Sep 19 2024 07:19 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 19 2024 07:19 AM,
KUM480,Geofence IN,Sep 19 2024 06:05 AM,Br Yumbo Z Parqueo
KUM480,Landmark OUT,Sep 19 2024 06:01 AM,Quimicol Ltda
KUM480,Landmark IN,Sep 19 2024 05:59 AM,Quimicol Ltda
KUM480,Landmark OUT,Sep 19 2024 05:57 AM,BSN MEDICAL LTDA
KUM480,Geofence IN,Sep 19 2024 05:57 AM,Ruta 4 Brenntag Yumbo
KUM480,Landmark IN,Sep 19 2024 05:57 AM,BSN MEDICAL LTDA
KUM480,Landmark OUT,Sep 19 2024 05:19 AM,parq. Valle del Lili
KUM480,POWER UP,Sep 19 2024 05:18 AM,parq. Valle del Lili
KUM480,Ignition ON,Sep 19 2024 05:18 AM,parq. Valle del Lili
KUM480,Landmark IN,Sep 18 2024 04:54 PM,parq. Valle del Lili
KUM480,Geofence OUT,Sep 18 2024 04:02 PM,Ruta 4 Brenntag Yumbo
KUM480,Landmark OUT,Sep 18 2024 03:59 PM,Brenntag Yumbo
KUM480,Ignition ON,Sep 18 2024 03:55 PM,Brenntag Yumbo
KUM480,Landmark IN,Sep 18 2024 03:16 PM,Brenntag Yumbo
KUM480,Landmark OUT,Sep 18 2024 03:15 PM,Brenntag Yumbo
KUM480,Ignition ON,Sep 18 2024 03:15 PM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 18 2024 02:28 PM,EcoEnvases (reenvases)
KUM480,Geofence IN,Sep 18 2024 02:28 PM,Br Yumbo Z Parqueo
KUM480,Landmark OUT,Sep 18 2024 02:28 PM,Reenvases
KUM480,Geofence IN,Sep 18 2024 02:25 PM,EcoEnvases (reenvases)
KUM480,Landmark IN,Sep 18 2024 02:25 PM,Reenvases
KUM480,Geofence IN,Sep 18 2024 02:21 PM,Ruta 4 Brenntag Yumbo
KUM480,Geofence OUT,Sep 18 2024 02:17 PM,Ruta 4 Brenntag Yumbo
KUM480,Landmark OUT,Sep 18 2024 02:04 PM,Momentive
KUM480,Geofence IN,Sep 18 2024 02:03 PM,Ruta 4 Brenntag Yumbo
KUM480,Landmark IN,Sep 18 2024 02:03 PM,Momentive
KUM480,Landmark OUT,Sep 18 2024 01:20 PM,Glorieta
KUM480,Landmark IN,Sep 18 2024 01:17 PM,Glorieta
KUM480,Geofence OUT,Sep 18 2024 01:11 PM,Ruta 5 Brenntag Buga
KUM480,Landmark OUT,Sep 18 2024 01:05 PM,parq. Las Palmas- Buga
KUM480,Landmark IN,Sep 18 2024 01:04 PM,parq. Las Palmas- Buga
KUM480,Ignition ON,Sep 18 2024 01:01 PM,
KUM480,Geofence IN,Sep 18 2024 12:08 PM,Ruta 5 Brenntag Buga
KUM480,Landmark OUT,Sep 18 2024 11:56 AM,Peaje Betania
KUM480,Landmark IN,Sep 18 2024 11:52 AM,Peaje Betania
KUM480,Ignition ON,Sep 18 2024 11:13 AM,
KUM480,Ignition ON,Sep 18 2024 10:56 AM,
KUM480,Ignition ON,Sep 18 2024 10:45 AM,
KUM480,Ignition ON,Sep 18 2024 10:33 AM,
KUM480,Ignition ON,Sep 18 2024 10:27 AM,
KUM480,Ignition ON,Sep 18 2024 10:19 AM,
KUM480,Ignition ON,Sep 18 2024 09:57 AM,
KUM480,Ignition ON,Sep 18 2024 09:28 AM,
KUM480,Ignition ON,Sep 18 2024 09:18 AM,
KUM480,Ignition ON,Sep 18 2024 09:07 AM,
KUM480,Geofence OUT,Sep 18 2024 08:28 AM,Ruta 5 Brenntag Tulua
KUM480,Ignition ON,Sep 18 2024 08:18 AM,
KUM480,Geofence IN,Sep 18 2024 07:39 AM,Ruta 5 Brenntag Tulua
KUM480,Geofence OUT,Sep 18 2024 07:29 AM,EDS San Pedro
KUM480,Geofence IN,Sep 18 2024 07:27 AM,EDS San Pedro
KUM480,Landmark OUT,Sep 18 2024 07:23 AM,Peaje Betania
KUM480,Landmark IN,Sep 18 2024 07:21 AM,Peaje Betania
KUM480,Geofence OUT,Sep 18 2024 07:19 AM,Ruta 5 Brenntag Buga
KUM480,Landmark OUT,Sep 18 2024 07:13 AM,estacion terpel de Paloblanco
KUM480,Landmark IN,Sep 18 2024 07:09 AM,estacion terpel de Paloblanco
KUM480,Geofence IN,Sep 18 2024 07:01 AM,Ruta 5 Brenntag Buga
KUM480,Geofence OUT,Sep 18 2024 06:41 AM,PEAJE EL CERRITO 
KUM480,Geofence IN,Sep 18 2024 06:39 AM,PEAJE EL CERRITO 
KUM480,Geofence OUT,Sep 18 2024 06:07 AM,PEAJE ESTAMBUL
KUM480,Geofence IN,Sep 18 2024 06:05 AM,PEAJE ESTAMBUL
KUM480,POWER UP,Sep 18 2024 05:15 AM,
KUM480,Ignition ON,Sep 18 2024 05:15 AM,
KUM480,Landmark OUT,Sep 17 2024 06:12 PM,Alquin Ltda
KUM480,Landmark IN,Sep 17 2024 06:07 PM,Alquin Ltda
KUM480,Landmark OUT,Sep 17 2024 05:55 PM,Cosmeticos Janny S.A.S.
KUM480,Landmark IN,Sep 17 2024 05:53 PM,Cosmeticos Janny S.A.S.
KUM480,Geofence OUT,Sep 17 2024 05:33 PM,Ruta 4 Brenntag Yumbo
KUM480,Geofence OUT,Sep 17 2024 05:20 PM,Br Yumbo Z Parqueo
KUM480,Landmark OUT,Sep 17 2024 05:20 PM,Brenntag Yumbo
KUM480,Ignition ON,Sep 17 2024 05:20 PM,Brenntag Yumbo
KUM480,Geofence IN,Sep 17 2024 02:32 PM,Br Yumbo Z Parqueo
KUM480,Geofence OUT,Sep 17 2024 02:32 PM,ingreso y salida de  brentag 
KUM480,Ignition ON,Sep 17 2024 02:30 PM,Brenntag Yumbo
KUM480,Landmark IN,Sep 17 2024 02:25 PM,Brenntag Yumbo
KUM480,Ignition ON,Sep 17 2024 02:24 PM,
KUM480,Geofence OUT,Sep 17 2024 01:42 PM,Br Yumbo Z Parqueo
KUM480,Geofence IN,Sep 17 2024 01:42 PM,ingreso y salida de  brentag 
KUM480,Landmark OUT,Sep 17 2024 01:42 PM,Brenntag Yumbo
KUM480,Geofence IN,Sep 17 2024 01:36 PM,Br Yumbo Z Parqueo
KUM480,Geofence OUT,Sep 17 2024 01:36 PM,ingreso y salida de  brentag 
KUM480,Ignition ON,Sep 17 2024 01:36 PM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 17 2024 01:06 PM,Br Yumbo Z Parqueo
KUM480,Geofence IN,Sep 17 2024 01:06 PM,ingreso y salida de  brentag 
KUM480,Ignition ON,Sep 17 2024 01:06 PM,Brenntag Yumbo
KUM480,Ignition ON,Sep 17 2024 12:32 PM,Brenntag Yumbo
KUM480,Geofence IN,Sep 17 2024 12:26 PM,Br Yumbo Z Parqueo
KUM480,Landmark IN,Sep 17 2024 12:26 PM,Brenntag Yumbo
KUM480,Landmark OUT,Sep 17 2024 12:22 PM,Quimicol Ltda
KUM480,Landmark IN,Sep 17 2024 12:20 PM,Quimicol Ltda
KUM480,Ignition ON,Sep 17 2024 12:16 PM,Clarenst
KUM480,Landmark IN,Sep 17 2024 12:09 PM,Ecotechs
KUM480,Ignition ON,Sep 17 2024 12:06 PM,Empaques Flexibles SA
KUM480,Landmark IN,Sep 17 2024 11:56 AM,Empaques Flexibles SA
KUM480,Ignition ON,Sep 17 2024 11:50 AM,
KUM480,Ignition ON,Sep 17 2024 11:42 AM,
KUM480,Ignition ON,Sep 17 2024 11:11 AM,
KUM480,Ignition ON,Sep 17 2024 10:54 AM,
KUM480,Ignition ON,Sep 17 2024 10:44 AM,
KUM480,Ignition ON,Sep 17 2024 10:41 AM,
KUM480,Landmark OUT,Sep 17 2024 10:27 AM,Alpopular Bodegas
KUM480,Geofence IN,Sep 17 2024 10:25 AM,Ruta 4 Brenntag Yumbo
KUM480,Landmark IN,Sep 17 2024 10:25 AM,Alpopular Bodegas
KUM480,Geofence OUT,Sep 17 2024 10:18 AM,Ruta 4 Brenntag Yumbo
KUM480,Ignition ON,Sep 17 2024 10:04 AM,
KUM480,Ignition ON,Sep 17 2024 09:52 AM,
KUM480,Landmark OUT,Sep 17 2024 09:49 AM,Empaques Flexa
KUM480,Ignition ON,Sep 17 2024 09:47 AM,Empaques Flexa
KUM480,Landmark IN,Sep 17 2024 09:45 AM,Empaques Flexa
KUM480,Landmark OUT,Sep 17 2024 09:44 AM,Empaques Flexa Descargue
KUM480,Ignition ON,Sep 17 2024 09:40 AM,Empaques Flexa Descargue
KUM480,Landmark IN,Sep 17 2024 09:12 AM,Empaques Flexa Descargue
KUM480,Ignition ON,Sep 17 2024 09:12 AM,
KUM480,Ignition ON,Sep 17 2024 09:08 AM,
KUM480,Landmark OUT,Sep 17 2024 09:07 AM,Fogel Andina S.A.S.
KUM480,Ignition ON,Sep 17 2024 09:03 AM,Amcor Flexibles Cali
KUM480,Landmark OUT,Sep 17 2024 08:59 AM,Quimicol Ltda
KUM480,Landmark IN,Sep 17 2024 08:58 AM,Quimicol Ltda
KUM480,Landmark OUT,Sep 17 2024 08:58 AM,BSN MEDICAL LTDA
KUM480,Geofence IN,Sep 17 2024 08:56 AM,Ruta 4 Brenntag Yumbo
KUM480,Landmark IN,Sep 17 2024 08:56 AM,BSN MEDICAL LTDA
KUM480,Geofence OUT,Sep 17 2024 08:54 AM,Ruta 4 Brenntag Yumbo
KUM480,Ignition ON,Sep 17 2024 08:50 AM,
KUM480,Landmark OUT,Sep 17 2024 08:33 AM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 17 2024 08:30 AM,Br Yumbo Z Parqueo
KUM480,Ignition ON,Sep 17 2024 08:30 AM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 17 2024 08:05 AM,Br Yumbo Z Cargue
KUM480,Geofence IN,Sep 17 2024 08:05 AM,Br Yumbo Z Parqueo
KUM480,Geofence OUT,Sep 17 2024 08:05 AM,ingreso y salida de  brentag 
KUM480,Ignition ON,Sep 17 2024 08:05 AM,Brenntag Yumbo
KUM480,Landmark IN,Sep 17 2024 08:00 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 17 2024 07:58 AM,
KUM480,Landmark OUT,Sep 17 2024 07:28 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 17 2024 07:25 AM,Brenntag Yumbo
KUM480,Geofence IN,Sep 17 2024 06:12 AM,Br Yumbo Z Cargue
KUM480,Geofence IN,Sep 17 2024 06:12 AM,ingreso y salida de  brentag 
KUM480,Landmark IN,Sep 17 2024 06:12 AM,Brenntag Yumbo
KUM480,Landmark OUT,Sep 17 2024 06:05 AM,Quimicol Ltda
KUM480,Landmark IN,Sep 17 2024 06:03 AM,Quimicol Ltda
KUM480,Geofence IN,Sep 17 2024 06:01 AM,Ruta 4 Brenntag Yumbo
KUM480,Landmark IN,Sep 17 2024 06:01 AM,BSN MEDICAL LTDA
KUM480,Landmark OUT,Sep 17 2024 05:50 AM,La Maravilla
KUM480,Landmark IN,Sep 17 2024 05:48 AM,La Maravilla
KUM480,Landmark OUT,Sep 17 2024 05:25 AM,parq. Valle del Lili
KUM480,Landmark OUT,Sep 17 2024 05:24 AM,parq. El Caney
KUM480,Landmark IN,Sep 17 2024 05:22 AM,parq. El Caney
KUM480,POWER UP,Sep 17 2024 05:22 AM,parq. Valle del Lili
KUM480,Ignition ON,Sep 17 2024 05:22 AM,parq. Valle del Lili
KUM480,Landmark IN,Sep 16 2024 04:02 PM,parq. Valle del Lili
KUM480,Landmark OUT,Sep 16 2024 03:44 PM,Plasticos Calibrados
KUM480,Landmark IN,Sep 16 2024 03:42 PM,Plasticos Calibrados
KUM480,Ignition ON,Sep 16 2024 03:31 PM,
KUM480,Ignition ON,Sep 16 2024 02:45 PM,
KUM480,Ignition ON,Sep 16 2024 02:09 PM,
KUM480,Ignition ON,Sep 16 2024 01:45 PM,
KUM480,Geofence OUT,Sep 16 2024 01:22 PM,Ruta 2 Brenntag Palmira
KUM480,Landmark OUT,Sep 16 2024 01:18 PM,Beisbol de Colombia
KUM480,Landmark OUT,Sep 16 2024 01:16 PM,Tall Tecnifrenos Palmira El Costeño
KUM480,Ignition ON,Sep 16 2024 01:13 PM,Tall Tecnifrenos Palmira El Costeño
KUM480,Landmark IN,Sep 16 2024 12:41 PM,Tall Tecnifrenos Palmira El Costeño
KUM480,Landmark OUT,Sep 16 2024 12:39 PM,SOLYMET (Arnoldo)
KUM480,Landmark IN,Sep 16 2024 12:39 PM,SOLYMET (Arnoldo)
KUM480,Ignition ON,Sep 16 2024 12:29 PM,
KUM480,Landmark OUT,Sep 16 2024 12:05 PM,SOLYMET (Arnoldo)
KUM480,Landmark IN,Sep 16 2024 12:04 PM,SOLYMET (Arnoldo)
KUM480,Geofence IN,Sep 16 2024 12:00 PM,Ruta 2 Brenntag Palmira
KUM480,Ignition ON,Sep 16 2024 11:34 AM,
KUM480,Ignition ON,Sep 16 2024 11:31 AM,
KUM480,Ignition ON,Sep 16 2024 11:30 AM,
KUM480,Ignition ON,Sep 16 2024 11:22 AM,
KUM480,Ignition ON,Sep 16 2024 11:18 AM,
KUM480,Landmark OUT,Sep 16 2024 11:17 AM,INDUSTRIA GRAFICA LATINOAMERICANA S.A.
KUM480,Ignition ON,Sep 16 2024 11:17 AM,INDUSTRIA GRAFICA LATINOAMERICANA S.A.
KUM480,Landmark OUT,Sep 16 2024 11:14 AM,PGI Colombia
KUM480,Ignition ON,Sep 16 2024 11:13 AM,INDUSTRIA GRAFICA LATINOAMERICANA S.A.
KUM480,Landmark IN,Sep 16 2024 11:12 AM,INDUSTRIA GRAFICA LATINOAMERICANA S.A.
KUM480,Ignition ON,Sep 16 2024 11:12 AM,PGI Colombia
KUM480,Ignition ON,Sep 16 2024 11:07 AM,PGI Colombia
KUM480,Landmark IN,Sep 16 2024 11:03 AM,PGI Colombia
KUM480,Ignition ON,Sep 16 2024 10:54 AM,
KUM480,Ignition ON,Sep 16 2024 10:40 AM,
KUM480,Ignition ON,Sep 16 2024 10:31 AM,
KUM480,Ignition ON,Sep 16 2024 10:15 AM,
KUM480,Landmark OUT,Sep 16 2024 10:14 AM,Zona Franca del Pacifico
KUM480,Ignition ON,Sep 16 2024 10:12 AM,Zona Franca del Pacifico
KUM480,Landmark IN,Sep 16 2024 09:56 AM,Zona Franca del Pacifico
KUM480,Geofence OUT,Sep 16 2024 09:46 AM,PEAJE CENCAR
KUM480,Geofence IN,Sep 16 2024 09:46 AM,PEAJE CENCAR
KUM480,Geofence OUT,Sep 16 2024 09:43 AM,Ruta 4 Brenntag Yumbo
KUM480,Landmark OUT,Sep 16 2024 09:33 AM,BSN MEDICAL LTDA
KUM480,Landmark IN,Sep 16 2024 09:31 AM,BSN MEDICAL LTDA
KUM480,Geofence OUT,Sep 16 2024 09:28 AM,Br Yumbo Z Parqueo
KUM480,Landmark OUT,Sep 16 2024 09:28 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 16 2024 09:24 AM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 16 2024 08:48 AM,Br Yumbo Z Cargue
KUM480,Geofence IN,Sep 16 2024 08:48 AM,Br Yumbo Z Parqueo
KUM480,Geofence OUT,Sep 16 2024 08:48 AM,ingreso y salida de  brentag 
KUM480,Ignition ON,Sep 16 2024 08:44 AM,Brenntag Yumbo
KUM480,Geofence IN,Sep 16 2024 08:39 AM,Br Yumbo Z Cargue
KUM480,Geofence OUT,Sep 16 2024 08:39 AM,Br Yumbo Z Cargue
KUM480,Ignition ON,Sep 16 2024 08:39 AM,Brenntag Yumbo
KUM480,Geofence IN,Sep 16 2024 07:58 AM,Br Yumbo Z Cargue
KUM480,Geofence IN,Sep 16 2024 07:58 AM,ingreso y salida de  brentag 
KUM480,Geofence OUT,Sep 16 2024 07:53 AM,Br Yumbo Z Parqueo
KUM480,Ignition ON,Sep 16 2024 07:53 AM,Brenntag Yumbo
KUM480,Geofence IN,Sep 16 2024 06:04 AM,Br Yumbo Z Parqueo
KUM480,Landmark IN,Sep 16 2024 06:04 AM,Brenntag Yumbo
KUM480,Landmark OUT,Sep 16 2024 06:01 AM,Quimicol Ltda
KUM480,Landmark IN,Sep 16 2024 05:59 AM,Quimicol Ltda
KUM480,Geofence IN,Sep 16 2024 05:57 AM,Ruta 4 Brenntag Yumbo
KUM480,Landmark OUT,Sep 16 2024 05:24 AM,parq. Valle del Lili
KUM480,POWER UP,Sep 16 2024 05:18 AM,parq. Valle del Lili
KUM480,Ignition ON,Sep 16 2024 05:18 AM,parq. Valle del Lili
KUM480,Landmark IN,Sep 13 2024 04:02 PM,parq. Valle del Lili
KUM480,Landmark IN,Sep 13 2024 03:42 PM,Plasticos Calibrados
KUM480,Landmark OUT,Sep 13 2024 03:42 PM,Plasticos Calibrados
KUM480,Landmark OUT,Sep 13 2024 03:31 PM,AAApapermet
KUM480,Landmark IN,Sep 13 2024 03:29 PM,AAApapermet
KUM480,Landmark OUT,Sep 13 2024 03:27 PM,La Maravilla
KUM480,Landmark IN,Sep 13 2024 03:25 PM,La Maravilla
KUM480,Landmark OUT,Sep 13 2024 03:23 PM,Velasquez Rodas Fabio Velquimicos 
KUM480,Landmark IN,Sep 13 2024 03:20 PM,Alexander Chacon
KUM480,Landmark IN,Sep 13 2024 03:20 PM,Velasquez Rodas Fabio Velquimicos 
KUM480,Ignition ON,Sep 13 2024 03:12 PM,
KUM480,Ignition ON,Sep 13 2024 02:39 PM,
KUM480,Ignition ON,Sep 13 2024 02:09 PM,
KUM480,Landmark OUT,Sep 13 2024 02:04 PM,INDUFLEX LTDA
KUM480,Landmark IN,Sep 13 2024 02:03 PM,INDUFLEX LTDA
KUM480,Ignition ON,Sep 13 2024 02:02 PM,
KUM480,Ignition ON,Sep 13 2024 01:44 PM,
KUM480,Ignition ON,Sep 13 2024 01:10 PM,
KUM480,Ignition ON,Sep 13 2024 12:31 PM,
KUM480,Ignition ON,Sep 13 2024 12:13 PM,
KUM480,Ignition ON,Sep 13 2024 11:42 AM,
KUM480,Landmark OUT,Sep 13 2024 11:26 AM,Alexander Chacon
KUM480,Landmark IN,Sep 13 2024 11:24 AM,Alexander Chacon
KUM480,Ignition ON,Sep 13 2024 11:20 AM,BALQUIMIA SAS
KUM480,Ignition ON,Sep 13 2024 11:13 AM,BALQUIMIA SAS
KUM480,Landmark IN,Sep 13 2024 11:10 AM,BALQUIMIA SAS
KUM480,Geofence OUT,Sep 13 2024 11:08 AM,ZONA DE TARROS
KUM480,Geofence IN,Sep 13 2024 11:04 AM,ZONA DE TARROS
KUM480,Geofence OUT,Sep 13 2024 10:49 AM,Ruta 4 Brenntag Yumbo
KUM480,Landmark OUT,Sep 13 2024 10:43 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 13 2024 10:41 AM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 13 2024 10:23 AM,Br Yumbo Z Parqueo
KUM480,Geofence IN,Sep 13 2024 10:23 AM,Br Yumbo Z Parqueo
KUM480,Landmark IN,Sep 13 2024 10:23 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 13 2024 10:23 AM,
KUM480,Geofence OUT,Sep 13 2024 09:09 AM,Br Yumbo Z Cargue
KUM480,Geofence OUT,Sep 13 2024 09:09 AM,ingreso y salida de  brentag 
KUM480,Geofence IN,Sep 13 2024 09:00 AM,Br Yumbo Z Cargue
KUM480,Ignition ON,Sep 13 2024 09:00 AM,
KUM480,Geofence OUT,Sep 13 2024 08:26 AM,Br Yumbo Z Parqueo
KUM480,Geofence IN,Sep 13 2024 08:26 AM,ingreso y salida de  brentag 
KUM480,Landmark OUT,Sep 13 2024 08:26 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 13 2024 08:22 AM,Brenntag Yumbo
KUM480,Geofence IN,Sep 13 2024 08:01 AM,Br Yumbo Z Parqueo
KUM480,Landmark IN,Sep 13 2024 08:01 AM,Brenntag Yumbo
KUM480,Landmark OUT,Sep 13 2024 07:58 AM,Cajero Bancol Lloreda
KUM480,Landmark IN,Sep 13 2024 07:56 AM,Cajero Bancol Lloreda
KUM480,Ignition ON,Sep 13 2024 07:45 AM,
KUM480,Ignition ON,Sep 13 2024 07:25 AM,
KUM480,Ignition ON,Sep 13 2024 07:20 AM,
KUM480,Ignition ON,Sep 13 2024 07:17 AM,
KUM480,Landmark OUT,Sep 13 2024 06:52 AM,Alpopular Bodegas
KUM480,Landmark IN,Sep 13 2024 06:50 AM,Alpopular Bodegas
KUM480,Geofence IN,Sep 13 2024 06:49 AM,Ruta 4 Brenntag Yumbo
KUM480,Geofence OUT,Sep 13 2024 06:45 AM,Ruta 4 Brenntag Yumbo
